,device_id,device_name,usage_timeframe,location_latitude,location_longitude
71,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665298000,33.89319,35.50125
72,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665299000,33.89318,35.50126
73,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665300000,33.89304,35.50126
74,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665304000,33.893,35.50126
75,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665305000,33.89299,35.50126
76,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665306000,33.89298,35.50126
77,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665309000,33.89296,35.50125
78,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665310000,33.89295,35.50125
79,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665311000,33.89293,35.50124
80,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665312000,33.89292,35.50124
81,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665315000,33.8927,35.50114
82,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665318000,33.89259,35.50109
83,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665320000,33.89255,35.50108
84,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665321000,33.89254,35.50108
85,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665322000,33.89245,35.50105
86,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665323000,33.8923,35.50102
87,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665324000,33.89219,35.50101
88,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665326000,33.89205,35.501
89,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665330000,33.89192,35.50098
90,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665331000,33.89179,35.50094
91,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665332000,33.89124,35.50068
92,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665334000,33.89079,35.50047
93,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665338000,33.89074,35.50045
94,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665339000,33.89073,35.50045
95,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665341000,33.8904,35.5003
96,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665345000,33.89039,35.50029
97,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665346000,33.8902,35.50021
98,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665348000,33.89015,35.50017
99,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665349000,33.89007,35.50015
100,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665353000,33.89,35.50011
101,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665354000,33.88975,35.49999
102,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665355000,33.88942,35.49982
103,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665361000,33.88927,35.49974
104,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665362000,33.88925,35.49974
105,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665363000,33.88922,35.49972
106,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665365000,33.88921,35.49971
107,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665366000,33.88919,35.4997
108,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665370000,33.88892,35.4996
109,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665372000,33.88887,35.49958
110,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665373000,33.88879,35.49954
111,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665374000,33.8887,35.4995
112,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665375000,33.8887,35.4995
113,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665377000,33.88863,35.49948
114,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665378000,33.88851,35.49943
115,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665379000,33.88837,35.49937
116,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665380000,33.88836,35.49937
117,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665381000,33.8882,35.4993
118,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665382000,33.88819,35.4993
119,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665384000,33.88802,35.49923
120,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665386000,33.8877,35.4991
121,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665388000,33.88768,35.49909
122,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665389000,33.88749,35.49901
123,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665391000,33.88741,35.49897
124,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665395000,33.88725,35.49888
125,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665396000,33.88708,35.4988
126,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665397000,33.88702,35.49877
127,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665400000,33.88674,35.49864
128,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665401000,33.88657,35.49856
129,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665402000,33.88641,35.49849
130,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665404000,33.88589,35.49825
131,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665405000,33.88567,35.49815
132,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665406000,33.88523,35.49794
133,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665412000,33.88521,35.49793
134,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665417000,33.88506,35.49786
135,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665418000,33.88505,35.49786
136,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665419000,33.88485,35.49776
137,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665422000,33.88456,35.49763
138,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665423000,33.88454,35.49762
139,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665424000,33.88439,35.49755
140,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665426000,33.88438,35.49754
141,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665427000,33.88435,35.49753
142,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665428000,33.88406,35.49739
143,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665430000,33.88391,35.49732
144,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665432000,33.88386,35.4973
145,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665433000,33.88372,35.49723
146,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665435000,33.88371,35.49723
147,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665436000,33.88369,35.49722
148,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665438000,33.88339,35.49707
149,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665439000,33.88336,35.49706
150,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665440000,33.88311,35.49694
151,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665441000,33.88306,35.49691
152,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665442000,33.88283,35.49681
153,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665443000,33.88266,35.49673
154,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665444000,33.88265,35.49672
155,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665446000,33.88264,35.49672
156,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665447000,33.88248,35.49665
157,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665450000,33.88245,35.49663
158,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665452000,33.88232,35.49657
159,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665453000,33.88216,35.4965
160,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665455000,33.88215,35.4965
161,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665456000,33.88199,35.49642
162,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665459000,33.88154,35.49619
163,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665460000,33.8812,35.49604
164,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665461000,33.88103,35.49596
165,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665463000,33.881,35.49594
166,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665464000,33.88084,35.49587
167,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665467000,33.88069,35.4958
168,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665468000,33.88066,35.49578
169,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665470000,33.88036,35.49564
170,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665472000,33.88036,35.49563
171,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665475000,33.88033,35.49562
172,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665477000,33.8802,35.49555
173,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665478000,33.88016,35.49553
174,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665480000,33.87997,35.49544
175,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665490000,33.87984,35.49538
176,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665491000,33.8798,35.49536
177,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665492000,33.87975,35.49534
178,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665493000,33.87966,35.49531
179,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665494000,33.87965,35.49531
180,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665497000,33.87957,35.49528
181,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665500000,33.87949,35.49527
182,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665502000,33.87946,35.49526
183,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665503000,33.8794,35.49524
184,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665504000,33.87931,35.49522
185,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665505000,33.87928,35.49521
186,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665506000,33.87924,35.4952
187,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665507000,33.87922,35.4952
188,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665509000,33.87914,35.49519
189,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665510000,33.87906,35.49518
190,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665511000,33.87904,35.49517
191,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665512000,33.87894,35.49516
192,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665516000,33.87891,35.49516
193,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665518000,33.87884,35.49516
194,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665519000,33.87875,35.49516
195,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665520000,33.87873,35.49516
196,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665523000,33.87846,35.49517
197,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665524000,33.87837,35.49516
198,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665525000,33.87801,35.49516
199,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665527000,33.87784,35.49516
200,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665528000,33.87783,35.49516
201,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665529000,33.87766,35.49516
202,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665531000,33.87711,35.49516
203,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665532000,33.87687,35.49516
204,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665533000,33.87683,35.49516
205,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665534000,33.8767,35.49516
206,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665536000,33.87665,35.49516
207,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665540000,33.87656,35.49516
208,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665541000,33.87638,35.49515
209,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665542000,33.87603,35.49514
210,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665543000,33.87602,35.49514
211,0ff0e378-db06-4543-88ef-4dcc3b677804,Astronomer maroon UDxNNhqeuV 9168,1707665546000,33.87584,35.49513
